stmtid,accountno,branch,custid,txncode,txnrefno,narration,txndate,valuedate,ccy,amount,lcyamount,excrate,ourref,systemid,override,inuser,indatetime,authuser,audatetime,userbranch
99203430.001,011800678847,01,67884,62,FT0102000032,A/c Transfer,04-Jan-25,04-Jan-25,NPR,17000,17000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:03,Krishna,02-Jan-25 22:10:03,BNK
99203430.002,910003000001,01,990099,62,FT0102000032,A/c Transfer,04-Jan-25,04-Jan-25,NPR,17000,17000,0,011800678847,FT,,Arjun,02-Jan-25 22:10:03,Krishna,02-Jan-25 22:10:03,BNK
99073395.001,012106830762,01,683076,62,FT0102000033,A/c Transfer,04-Jan-25,04-Jan-25,NPR,17500,17500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:03,Krishna,02-Jan-25 22:10:03,BNK
99073395.002,910003000001,01,990099,62,FT0102000033,A/c Transfer,04-Jan-25,04-Jan-25,NPR,17500,17500,0,012106830762,FT,,Arjun,02-Jan-25 22:10:03,Krishna,02-Jan-25 22:10:03,BNK
99119517.001,121 01100129,12,110012,62,FT0102000034,A/c Transfer,04-Jan-25,04-Jan-25,NPR,18000,18000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99119517.002,910003000001,12,990099,62,FT0102000034,A/c Transfer,04-Jan-25,04-Jan-25,NPR,18000,18000,0,121 01100129,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99083275.001,124000625066,12,62506,62,FT0102000035,A/c Transfer,04-Jan-25,04-Jan-25,NPR,18500,18500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99083275.002,910003000001,12,990099,62,FT0102000035,A/c Transfer,04-Jan-25,04-Jan-25,NPR,18500,18500,0,124000625066,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99106715.001,122205854494,12,585449,62,FT0102000036,A/c Transfer,04-Jan-25,04-Jan-25,NPR,19000,19000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99106715.002,910003000001,12,990099,62,FT0102000036,A/c Transfer,04-Jan-25,04-Jan-25,NPR,19000,19000,0,122205854494,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99147130.001,122203022461,12,302246,62,FT0102000037,A/c Transfer,04-Jan-25,04-Jan-25,NPR,19500,19500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99147130.002,910003000001,12,990099,62,FT0102000037,A/c Transfer,04-Jan-25,04-Jan-25,NPR,19500,19500,0,122203022461,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99173360.001,124001118838,12,111883,62,FT0102000038,A/c Transfer,04-Jan-25,04-Jan-25,NPR,20000,20000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99173360.002,910003000001,12,990099,62,FT0102000038,A/c Transfer,04-Jan-25,04-Jan-25,NPR,20000,20000,0,124001118838,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99207284.001,122200359924,12,35992,62,FT0102000039,A/c Transfer,04-Jan-25,04-Jan-25,NPR,20500,20500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99207284.002,910003000001,12,990099,62,FT0102000039,A/c Transfer,04-Jan-25,04-Jan-25,NPR,20500,20500,0,122200359924,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99060751.001,122303580401,12,358040,62,FT0102000040,A/c Transfer,04-Jan-25,04-Jan-25,NPR,21000,21000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99060751.002,910003000001,12,990099,62,FT0102000040,A/c Transfer,04-Jan-25,04-Jan-25,NPR,21000,21000,0,122303580401,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99124856.001,129900627837,12,62783,62,FT0102000041,A/c Transfer,04-Jan-25,04-Jan-25,NPR,21500,21500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99124856.002,910003000001,12,990099,62,FT0102000041,A/c Transfer,04-Jan-25,04-Jan-25,NPR,21500,21500,0,129900627837,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99013074.001,123603577399,12,357739,62,FT0102000042,A/c Transfer,04-Jan-25,04-Jan-25,NPR,22000,22000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99013074.002,910003000001,12,990099,62,FT0102000042,A/c Transfer,04-Jan-25,04-Jan-25,NPR,22000,22000,0,123603577399,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99207205.001,122201118623,12,111862,62,FT0102000043,A/c Transfer,04-Jan-25,04-Jan-25,NPR,22500,22500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99207205.002,910003000001,12,990099,62,FT0102000043,A/c Transfer,04-Jan-25,04-Jan-25,NPR,22500,22500,0,122201118623,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99023802.001,122206840907,12,684090,62,FT0102000044,A/c Transfer,04-Jan-25,04-Jan-25,NPR,23000,23000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99023802.002,910003000001,12,990099,62,FT0102000044,A/c Transfer,04-Jan-25,04-Jan-25,NPR,23000,23000,0,122206840907,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99020199.001,122303587475,12,358747,62,FT0102000045,A/c Transfer,04-Jan-25,04-Jan-25,NPR,23500,23500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99020199.002,910003000001,12,990099,62,FT0102000045,A/c Transfer,04-Jan-25,04-Jan-25,NPR,23500,23500,0,122303587475,FT,,Arjun,02-Jan-25 22:10:04,Krishna,02-Jan-25 22:10:04,BNK
99117419.001,122206020267,12,602026,62,FT0102000046,A/c Transfer,04-Jan-25,04-Jan-25,NPR,24000,24000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99117419.002,910003000001,12,990099,62,FT0102000046,A/c Transfer,04-Jan-25,04-Jan-25,NPR,24000,24000,0,122206020267,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99060819.001,123602068097,12,206809,62,FT0102000047,A/c Transfer,04-Jan-25,04-Jan-25,NPR,24500,24500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99060819.002,910003000001,12,990099,62,FT0102000047,A/c Transfer,04-Jan-25,04-Jan-25,NPR,24500,24500,0,123602068097,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99081428.001,122200267444,12,26744,62,FT0102000048,A/c Transfer,04-Jan-25,04-Jan-25,NPR,25000,25000,0,910003000001,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99081428.002,910003000001,12,990099,62,FT0102000048,A/c Transfer,04-Jan-25,04-Jan-25,NPR,25000,25000,0,122200267444,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99091597.001,124601521985,12,152198,62,FT0102000049,A/c Transfer,04-Jan-25,04-Jan-25,NPR,25500,25500,0,910003000001,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99091597.002,910003000001,12,990099,62,FT0102000049,A/c Transfer,04-Jan-25,04-Jan-25,NPR,25500,25500,0,124601521985,FT,,Arjun,02-Jan-25 22:10:05,Krishna,02-Jan-25 22:10:05,BNK
99166662.001,011 05403100,01,540310,10,CW0102000001,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,2500,2500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99166662.002,920001000001,01,990099,10,CW0102000001,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,2500,2500,0,011 05403100,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99155885.001,011801420101,01,142010,10,CW0102000002,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,3000,3000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99155885.002,920001000001,01,990099,10,CW0102000002,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,3000,3000,0,011801420101,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99098602.001,014500002846,01,284,10,CW0102000003,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,3500,3500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99098602.002,920001000001,01,990099,10,CW0102000003,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,3500,3500,0,014500002846,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99133486.001,011800548302,01,54830,10,CW0102000004,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,4000,4000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99133486.002,920001000001,01,990099,10,CW0102000004,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,4000,4000,0,011800548302,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99202708.001,011 05397423,01,539742,10,CW0102000005,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,4500,4500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99202708.002,920001000001,01,990099,10,CW0102000005,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,4500,4500,0,011 05397423,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99022751.001,012104444731,01,444473,10,CW0102000006,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,5000,5000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99022751.002,920001000001,01,990099,10,CW0102000006,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,5000,5000,0,012104444731,CW,,Ramesh,02-Jan-25 22:10:05,Madhav,02-Jan-25 22:10:05,BNK
99102144.001,011800680098,01,68009,10,CW0102000007,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,5500,5500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99102144.002,920001000001,01,990099,10,CW0102000007,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,5500,5500,0,011800680098,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99139806.001,011 05405545,01,540554,10,CW0102000008,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,6000,6000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99139806.002,920001000001,01,990099,10,CW0102000008,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,6000,6000,0,011 05405545,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99152509.001,012104274030,01,427403,10,CW0102000009,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,6500,6500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99152509.002,920001000001,01,990099,10,CW0102000009,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,6500,6500,0,012104274030,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99125150.001,012101015360,01,101536,10,CW0102000010,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,7000,7000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99125150.002,920001000001,01,990099,10,CW0102000010,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,7000,7000,0,012101015360,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99122732.001,012100225978,01,22597,10,CW0102000011,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,7500,7500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99122732.002,920001000001,01,990099,10,CW0102000011,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,7500,7500,0,012100225978,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99019882.001,019900002914,01,291,10,CW0102000012,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,8000,8000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99019882.002,920001000001,01,990099,10,CW0102000012,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,8000,8000,0,019900002914,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99008526.001,012100391000,01,39100,10,CW0102000013,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,8500,8500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99008526.002,920001000001,01,990099,10,CW0102000013,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,8500,8500,0,012100391000,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99016113.001,012106831861,01,683186,10,CW0102000014,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,9000,9000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99016113.002,920001000001,01,990099,10,CW0102000014,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,9000,9000,0,012106831861,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99053557.001,011800278620,01,27862,10,CW0102000015,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,9500,9500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99053557.002,920001000001,01,990099,10,CW0102000015,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,9500,9500,0,011800278620,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99072917.001,014500011419,01,1141,10,CW0102000016,Cash Withdrawal,04-Jan-25,04-Jan-25,INR,10000,0,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99072917.002,920001000001,01,990099,10,CW0102000016,Cash Withdrawal,04-Jan-25,04-Jan-25,INR,10000,0,0,014500011419,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99202768.001,012104440531,01,444053,10,CW0102000017,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,10500,10500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99202768.002,920001000001,01,990099,10,CW0102000017,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,10500,10500,0,012104440531,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99202422.001,012104441168,01,444116,10,CW0102000018,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,11000,11000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99202422.002,920001000001,01,990099,10,CW0102000018,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,11000,11000,0,012104441168,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99151599.001,012106831679,01,683167,10,CW0102000019,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,11500,11500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99151599.002,920001000001,01,990099,10,CW0102000019,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,11500,11500,0,012106831679,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99075830.001,012101457242,01,145724,10,CW0102000020,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,12000,12000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99075830.002,920001000001,01,990099,10,CW0102000020,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,12000,12000,0,012101457242,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99105065.001,012100067750,01,6775,10,CW0102000021,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,12500,12500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99105065.002,920001000001,01,990099,10,CW0102000021,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,12500,12500,0,012100067750,CW,,Ramesh,02-Jan-25 22:10:06,Madhav,02-Jan-25 22:10:06,BNK
99190516.001,011806831010,01,683101,10,CW0102000022,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,13000,13000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99190516.002,920001000001,01,990099,10,CW0102000022,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,13000,13000,0,011806831010,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99205830.001,011804022401,01,402240,10,CW0102000023,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,13500,13500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99205830.002,920001000001,01,990099,10,CW0102000023,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,13500,13500,0,011804022401,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99043390.001,011806831110,01,683111,10,CW0102000024,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,14000,14000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99043390.002,920001000001,01,990099,10,CW0102000024,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,14000,14000,0,011806831110,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99181769.001,012104032470,01,403247,10,CW0102000025,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,14500,14500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99181769.002,920001000001,01,990099,10,CW0102000025,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,14500,14500,0,012104032470,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99082312.001,012104442206,01,444220,10,CW0102000026,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,15000,15000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99082312.002,920001000001,01,990099,10,CW0102000026,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,15000,15000,0,012104442206,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99155774.001,014500005801,01,580,10,CW0102000027,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,15500,15500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99155774.002,920001000001,01,990099,10,CW0102000027,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,15500,15500,0,014500005801,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99118153.001,014500002844,01,284,10,CW0102000028,Cash Withdrawal,04-Jan-25,04-Jan-25,USD,16000,2168000,135.5,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99118153.002,920001000001,01,990099,10,CW0102000028,Cash Withdrawal,04-Jan-25,04-Jan-25,USD,16000,2168000,135.5,014500002844,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99079643.001,012100196872,01,19687,10,CW0102000029,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,16500,16500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99079643.002,920001000001,01,990099,10,CW0102000029,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,16500,16500,0,012100196872,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99195784.001,011806830628,01,683062,10,CW0102000030,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,17000,17000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99195784.002,920001000001,01,990099,10,CW0102000030,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,17000,17000,0,011806830628,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99171365.001,122200493777,12,49377,10,CW0102000031,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,17500,17500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99171365.002,920001000001,12,990099,10,CW0102000031,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,17500,17500,0,122200493777,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99032181.001,122201529506,12,152950,10,CW0102000032,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,18000,18000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99032181.002,920001000001,12,990099,10,CW0102000032,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,18000,18000,0,122201529506,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99149165.001,124006841066,12,684106,10,CW0102000033,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,18500,18500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99149165.002,920001000001,12,990099,10,CW0102000033,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,18500,18500,0,124006841066,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99036331.001,122200350226,12,35022,10,CW0102000034,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,19000,19000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99036331.002,920001000001,12,990099,10,CW0102000034,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,19000,19000,0,122200350226,CW,,Ramesh,02-Jan-25 22:10:07,Madhav,02-Jan-25 22:10:07,BNK
99194100.001,122306835143,12,683514,10,CW0102000035,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,19500,19500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99194100.002,920001000001,12,990099,10,CW0102000035,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,19500,19500,0,122306835143,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99129641.001,122202432432,12,243243,10,CW0102000036,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,20000,20000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99129641.002,920001000001,12,990099,10,CW0102000036,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,20000,20000,0,122202432432,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99219069.001,123601119004,12,111900,10,CW0102000037,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,20500,20500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99219069.002,920001000001,12,990099,10,CW0102000037,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,20500,20500,0,123601119004,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99155050.001,124000637450,12,63745,10,CW0102000038,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,21000,21000,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99155050.002,920001000001,12,990099,10,CW0102000038,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,21000,21000,0,124000637450,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99044512.001,124001537551,12,153755,10,CW0102000039,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,21500,21500,0,920001000001,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99044512.002,920001000001,12,990099,10,CW0102000039,Cash Withdrawal,04-Jan-25,04-Jan-25,NPR,21500,21500,0,124001537551,CW,,Ramesh,02-Jan-25 22:10:08,Madhav,02-Jan-25 22:10:08,BNK
99203974.001,011800379377,01,37937,11,MP0102000001,Mobile Payment,04-Jan-25,04-Jan-25,NPR,800,800,0,920002000001,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99203974.002,920002000001,01,990099,11,MP0102000001,Mobile Payment,04-Jan-25,04-Jan-25,NPR,800,800,0,9847022551,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99157265.001,011800223726,01,22372,11,MP0102000002,Mobile Payment,04-Jan-25,04-Jan-25,NPR,1300,1300,0,920002000001,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99157265.002,920002000001,01,990099,11,MP0102000002,Mobile Payment,04-Jan-25,04-Jan-25,NPR,1300,1300,0,9841369660,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99106903.001,012103068954,01,306895,11,MP0102000003,Mobile Payment,04-Jan-25,04-Jan-25,NPR,1800,1800,0,920002000001,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99106903.002,920002000001,01,990099,11,MP0102000003,Mobile Payment,04-Jan-25,04-Jan-25,NPR,1800,1800,0,9841368206,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99101968.001,012104444543,01,444454,11,MP0102000004,Mobile Payment,04-Jan-25,04-Jan-25,NPR,2300,2300,0,920002000001,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
99101968.002,920002000001,01,990099,11,MP0102000004,Mobile Payment,04-Jan-25,04-Jan-25,NPR,2300,2300,0,9808015664,MP,,Online,02-Jan-25 22:10:08,Auto,02-Jan-25 22:10:08,BNK
